Full Name,Date of Birth,Phone,Email,Bed Types Needed,Status,Notes,Pets,Pet name(s) and species,Vehicle,Vehicle Details,VI Score,UniteUs,HMIS,Mailing Address,Employed,ADA Accommodations,Housing Preference,Needs Medical Respite,Date Added
Hannah Vargas,1979-12-23,505-555-8081,hannah_vargas@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Placed,Prefers to stay in current location. Prefers to stay in current location.,true,Max (pit bull mix),true,2007 Nissan Sentra - fair condition,90,true,false,true,false,,"Seeking Shelter Placement",false,2025-04-13
Judy Sullivan,1961-01-27,505-555-8290,judy_sullivan@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Declined services at this time.,false,,true,white van - fair condition,,false,false,false,false,,"Seeking Shelter Placement",false,2025-01-10
Jessica Collins,1953-07-06,505-555-5944,jessica_collins@example.com,"recA2HEjmy46Zz5KE",Other Exit,"Willing to work, looking for opportunities. Waiting for shelter bed.",true,Lucy (cat),false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-01-15
Mary Rogers,1979-05-08,505-555-8780,mary_rogers@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Placed,Been on streets for over a year.,false,,false,,78,false,false,false,true,"Ground floor only","Unsheltered by Choice",true,2025-09-23
Jean Fisher,1966-07-23,505-555-6354,jean_fisher@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Placed,"Needs assistance with housing applications. Has ID, needs birth certificate.",false,,false,,81,true,false,false,true,,"Seeking Shelter Placement",false,2025-01-07
Harold Alexander,1972-03-04,505-555-6261,harold_alexander@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,"Interested in substance abuse treatment. Previously housed at shelter, had to leave.",false,,false,,,true,false,true,false,"Visual accommodations","Seeking Shelter Placement",false,2025-12-10
Shirley Scott,1974-06-13,505-555-5793,shirley_scott@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,Estranged from family. Has family in Albuquerque.,true,Sadie (pit bull mix),true,2007 Nissan Sentra - poor condition,,true,false,false,false,,"Undecided",false,2025-08-25
Katherine Garcia,1962-09-15,505-555-7745,katherine_garcia@example.com,"recA2HEjmy46Zz5KE",Unhoused,Mental health support needed. Recently lost job and housing.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-12-06
Peter Torres,1964-01-04,505-555-7232,peter_torres@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Has family in Albuquerque. Interested in substance abuse treatment. Has GED, interested in vocational training.",false,,true,RV (older model) - not running,,false,false,false,false,,"Prefers Vehicle",false,2025-05-22
Patricia Bailey,1983-06-20,505-555-9325,patricia_bailey@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Has family in Albuquerque.,false,,false,,,false,false,false,false,"Ground floor only","Seeking Shelter Placement",true,2025-06-11
Maria Patterson,1946-06-03,505-555-8245,maria_patterson@example.com,"recA2HEjmy46Zz5KE",Unhoused,Needs assistance with housing applications. Lost everything in recent fire.,false,,false,,,true,false,false,false,"Ground floor only, Visual accommodations","Seeking Shelter Placement",false,2025-05-24
Christine Griffin,1955-06-02,505-555-3970,christine_griffin@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Recently lost job and housing. Been on streets for 3 months.,false,,true,1997 Subaru Outback - runs well,,true,false,true,true,,"Seeking Shelter Placement",false,2025-08-25
Betty King,1935-07-11,505-555-5559,betty_king@example.com,"recA2HEjmy46Zz5KE",Unhoused,On Life Link waitlist.,false,,false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-05-14
Pamela Patel,1963-02-06,505-555-3134,pamela_patel@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Other Exit,Has family in Albuquerque.,true,Bailey (large dog),false,,,false,false,true,false,,"Prefers Outdoor/Tent",false,2025-04-01
Benjamin Alvarez,1947-06-06,505-555-9583,benjamin_alvarez@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Prefers to stay in current location.,false,,false,,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-04-10
Kelly Ramos,1961-03-15,505-555-7091,kelly_ramos@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Declined services at this time. Fleeing domestic violence situation. Been on streets for over a year.,false,,true,1999 Ford Taurus - fair condition,,true,false,true,false,,"Seeking Shelter Placement",false,2025-11-09
Katherine White,1970-05-01,505-555-1977,katherine_white@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Attended last case conferencing meeting. Declined services at this time.,false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-05-18
Zachary Thompson,2002-08-20,505-555-1128,zachary_thompson@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Receives SSI benefits. Waiting for shelter bed.,false,,true,2002 Honda Accord - fair condition,,false,false,true,false,,"Seeking Shelter Placement",false,2025-11-06
Victoria Long,1936-05-14,505-555-2907,victoria_long@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Needs assistance with housing applications.,false,,true,1997 Subaru Outback - poor condition,,false,true,true,false,,"Staying with Family/Friends",true,2025-08-13
John Vasquez,1949-04-02,505-555-7500,john_vasquez@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Open to housing opportunities. Has GED, interested in vocational training.",false,,true,1995 Chevy van - needs repairs,,true,false,false,true,,"Seeking Shelter Placement",false,2025-12-13
Sara Ramirez,1953-12-10,505-555-8414,sara_ramirez@example.com,"recA2HEjmy46Zz5KE",Other Exit,Needs help with disability application. Been on streets for over a year.,false,,true,1997 Subaru Outback - fair condition,,false,false,false,true,,"Unsheltered by Choice",false,2025-02-03
Karen Medina,1972-09-16,505-555-8112,karen_medina@example.com,"recWhJHWlxhJCUUc8, recqysbkrelgYADCo",Unhoused,"Prefers to stay in current location. Previously housed at shelter, had to leave. Willing to work, looking for opportunities.",false,,false,,,true,false,true,false,,"Staying with Family/Friends",false,2025-10-10
Nicholas Mendoza,1998-08-11,505-555-2919,nicholas_mendoza@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Needs assistance with housing applications. Has ID, needs birth certificate.",false,,false,,,true,false,true,false,,"Seeking Shelter Placement",false,2025-12-21
Logan Phillips,1954-07-25,505-555-5067,logan_phillips@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Exited to Housing,"Previously housed at shelter, had to leave. Willing to work, looking for opportunities.",false,,false,,,true,true,false,true,"Visual accommodations","Prefers Outdoor/Tent",false,2025-05-24
James Cook,1982-03-14,505-555-5647,james_cook@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Been on streets for 3 months. Mental health support needed. Needs help with disability application.,false,,false,,,true,false,false,false,"Grab bars needed","Seeking Shelter Placement",false,2025-07-20
Heather Cooper,1936-05-07,505-555-4610,heather_cooper@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Other Exit,Waiting for shelter bed. Declined services at this time.,false,,true,2004 GMC truck - fair condition,,true,false,false,false,,"Seeking Shelter Placement",false,2025-09-23
Carolyn Scott,1979-03-13,505-555-6726,carolyn_scott@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Placed,"Recently lost job and housing. Has ID, needs birth certificate.",false,,false,,86,false,false,true,false,,"Seeking Shelter Placement",false,2025-08-19
Ryan Gutierrez,1967-08-26,505-555-7727,ryan_gutierrez@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Declined services at this time. Mental health support needed. Fleeing domestic violence situation.,true,Cooper (dog),false,,,false,false,false,true,,"Unsheltered by Choice",false,2025-09-16
Olivia Peterson,2003-11-19,505-555-4728,olivia_peterson@example.com,"recWhJHWlxhJCUUc8",Placed,Has family in Albuquerque.,false,,false,,81,false,true,true,false,"Wheelchair accessible","Prefers Outdoor/Tent",true,2025-08-23
Keith Mitchell,1938-07-16,505-555-6190,keith_mitchell@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,On Life Link waitlist.,true,Oreo (pit bull mix),false,,,false,false,false,false,"Visual accommodations","Unsheltered by Choice",false,2025-11-17
Cheryl Allen,2004-08-25,505-555-7320,cheryl_allen@example.com,"recA2HEjmy46Zz5KE",Unhoused,Interested in substance abuse treatment. Health issues - needs regular medical care.,true,Charlie (cat),true,RV (older model) - needs repairs,,false,false,false,false,,"Prefers Vehicle",false,2025-03-15
Benjamin Phillips,2007-11-03,505-555-5833,benjamin_phillips@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Been on streets for over a year.,false,,false,,,false,true,false,false,"Ground floor only","Prefers Outdoor/Tent",false,2025-05-02
Brian Johnson,1962-03-25,505-555-8790,brian_johnson@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Has family in Albuquerque. Connected with HUGS outreach team. Chronic health condition requires medication.,false,,false,,,false,false,true,true,,"Seeking Shelter Placement",false,2025-01-16
James Hughes,1936-10-25,505-555-8804,james_hughes@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Open to housing opportunities. Previously lived in Denver. Veteran - served in Navy.,true,"Whiskers (large dog), Zeus (small dog)",true,1995 Chevy van - not running,,false,false,false,false,,"Unsheltered by Choice",false,2025-07-18
Samantha Vargas,2001-05-12,505-555-6462,samantha_vargas@example.com,,Unhoused,Declined services at this time. Attended last case conferencing meeting.,false,,false,,,false,false,false,false,"Wheelchair accessible","Prefers Vehicle, Seeking Shelter Placement",false,2025-11-05
Sara Reyes,1970-01-02,505-555-5828,sara_reyes@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,Interested in substance abuse treatment.,false,,false,,,true,false,false,false,"Wheelchair accessible","Seeking Shelter Placement",false,2025-10-09
Tyler Herrera,1966-04-19,505-555-9034,tyler_herrera@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Interested in substance abuse treatment.,false,,true,older pickup truck - runs well,,false,false,false,false,"Visual accommodations","Seeking Shelter Placement",false,2025-03-19
Frances Morales,1944-09-08,505-555-1813,frances_morales@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,"Waiting for shelter bed. Willing to work, looking for opportunities.",false,,true,1997 Subaru Outback - poor condition,,false,false,true,false,,"Seeking Shelter Placement",false,2025-04-03
Elizabeth Cruz,1939-06-18,505-555-6204,elizabeth_cruz@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Has GED, interested in vocational training. Applied for Medicaid, waiting for approval.",true,Tiger (chihuahua),false,,,false,true,false,false,,"Staying with Family/Friends",true,2025-03-09
Daniel Morales,1975-11-22,505-555-5925,daniel_morales@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Prefers to stay in current location. Previously lived in Denver. Willing to work, looking for opportunities.",false,,false,,,true,false,true,false,,"Seeking Shelter Placement",false,2025-09-08
Diane Sullivan,1974-09-27,505-555-7701,diane_sullivan@example.com,"recWhJHWlxhJCUUc8",Placed,"Has ID, needs birth certificate.",true,Sadie (small dog),false,,91,true,false,true,false,,"Seeking Shelter Placement",true,2025-09-22
Denise Collins,1935-03-14,505-555-2343,denise_collins@example.com,"recA2HEjmy46Zz5KE",Unhoused,Mental health support needed. Lost everything in recent fire. Estranged from family.,false,,true,1998 Honda Civic - needs repairs,,false,true,false,false,,"Seeking Shelter Placement",false,2025-06-13
Evelyn Barnes,1975-11-24,505-555-8469,evelyn_barnes@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF, recqysbkrelgYADCo",Other Exit,"Willing to work, looking for opportunities.",false,,true,older pickup truck - fair condition,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-06-18
Nicole Johnson,1999-12-24,505-555-4605,nicole_johnson@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Applied for Medicaid, waiting for approval. On Life Link waitlist. Has ID, needs birth certificate.",false,,false,,,true,false,true,false,,"Unsheltered by Choice",false,2025-12-06
Christina Collins,1935-05-27,505-555-2857,christina_collins@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Willing to work, looking for opportunities. Health issues - needs regular medical care.",false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-10-23
Andrea Nguyen,1950-10-15,505-555-5759,andrea_nguyen@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,"Has ID, needs birth certificate. Receives SSI benefits. Has GED, interested in vocational training.",false,,false,,,true,false,false,false,,"Seeking Shelter Placement",true,2025-05-20
Noah Howard,1945-05-20,505-555-6079,noah_howard@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Been on streets for over a year. Applied for Medicaid, waiting for approval. Fleeing domestic violence situation.",true,Cooper (dog),true,1997 Subaru Outback - runs well,,true,false,false,false,"Ground floor only, Hearing accommodations","Prefers Vehicle",false,2025-11-17
Kimberly Brooks,1935-01-02,505-555-3214,kimberly_brooks@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Exited to Housing,Needs help with disability application.,false,,true,2003 Toyota Camry - not running,,true,false,false,false,,"Unsheltered by Choice",false,2025-09-01
Jack Myers,1965-12-07,505-555-9736,jack_myers@example.com,"rec6BYXTiszjS4Fiy",Other Exit,Receives SSI benefits.,false,,false,,,false,false,false,false,,"Prefers Vehicle",false,2025-11-09
Jerry Jordan,1945-06-05,505-555-6192,jerry_jordan@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Interested in substance abuse treatment. Prefers to stay in current location.,false,,false,,,true,true,true,false,,"Seeking Shelter Placement",false,2025-08-21
Nathan Wilson,1951-02-20,505-555-8043,nathan_wilson@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,Connected with HUGS outreach team. Been on streets for 3 months. Veteran - served in Navy.,false,,false,,,false,true,false,false,,"Unsheltered by Choice",true,2025-03-26
Daniel Hamilton,1995-10-04,505-555-5529,daniel_hamilton@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Connected with HUGS outreach team. Veteran - served in Navy. Needs help with disability application.,true,"Molly (pit bull mix), Max (dog)",true,older pickup truck - not running,,true,false,true,false,,"Seeking Shelter Placement",true,2025-07-09
Megan Mendoza,1976-11-11,505-555-2271,megan_mendoza@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Working part-time at local restaurant. Has family in Albuquerque. Working part-time at local restaurant.,false,,true,2006 Toyota Corolla - not running,,false,false,false,true,,"Prefers Vehicle",false,2025-12-14
Paul Martinez,2001-04-13,505-555-1802,paul_martinez@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Lost everything in recent fire. Lost everything in recent fire.,false,,false,,,true,false,false,false,,"Prefers Vehicle",false,2025-12-23
Debra Guzman,1946-12-11,505-555-6530,debra_guzman@example.com,"recA2HEjmy46Zz5KE",Unhoused,"Has GED, interested in vocational training. Working part-time at local restaurant. Needs help with disability application.",true,"Cooper (large dog), Daisy (large dog)",false,,,true,false,false,false,"Ground floor only","Prefers Outdoor/Tent",false,2025-03-12
Brandon Sanders,1939-06-09,505-555-3035,brandon_sanders@example.com,"rec9b2J2UTwKTpD5C",Other Exit,"Has ID, needs birth certificate. Previously lived in Denver. Previously housed at shelter, had to leave.",false,,true,2002 Honda Accord - poor condition,,false,true,true,false,,"Seeking Shelter Placement",false,2025-04-21
Carolyn Carter,2006-12-23,505-555-1352,carolyn_carter@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,Connected with HUGS outreach team.,false,,false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-07-21
Abigail Nguyen,1955-03-08,505-555-5802,abigail_nguyen@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Been on streets for 3 months. Attended last case conferencing meeting.,false,,false,,,false,true,false,false,,"Prefers Vehicle",false,2025-02-27
Jerry Baker,1937-11-04,505-555-3297,jerry_baker@example.com,"rec9b2J2UTwKTpD5C",Other Exit,Health issues - needs regular medical care.,true,Charlie (chihuahua),false,,,false,false,false,false,,"Prefers Outdoor/Tent",false,2025-02-17
Patricia Green,1990-07-16,505-555-8086,patricia_green@example.com,,Unhoused,Connected with HUGS outreach team.,false,,false,,,true,false,false,false,,"Seeking Shelter Placement",true,2025-12-09
Juan Sullivan,1937-08-18,505-555-9587,juan_sullivan@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Applied for Medicaid, waiting for approval.",true,Tiger (large dog),false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-03-24
Amber Phillips,1983-12-13,505-555-7584,amber_phillips@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Previously lived in Denver. Has ID, needs birth certificate. Been on streets for 3 months.",false,,false,,,false,false,false,true,,"Seeking Shelter Placement",false,2025-05-19
Jack Parker,1967-10-25,505-555-2242,jack_parker@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Recently lost job and housing. Working part-time at local restaurant. Working part-time at local restaurant.,false,,false,,,false,true,false,false,,"Seeking Shelter Placement",true,2025-07-01
Christian Brooks,1975-01-16,505-555-3208,christian_brooks@example.com,"rec6BYXTiszjS4Fiy, recqysbkrelgYADCo",Exited to Housing,"Has ID, needs birth certificate.",false,,false,,,false,true,false,false,,"Prefers Outdoor/Tent",false,2025-06-16
George Turner,1981-11-26,505-555-2874,george_turner@example.com,"reclIU5ZYnCmzhB8b",Unhoused,Previously lived in Denver.,false,,false,,,false,false,false,false,,"Undecided",false,2025-01-01
Terry Brooks,1994-03-26,505-555-2726,terry_brooks@example.com,"reclIU5ZYnCmzhB8b",Unhoused,"Interested in substance abuse treatment. Willing to work, looking for opportunities. Been on streets for 3 months.",false,,false,,,true,true,true,false,,"Seeking Shelter Placement",false,2025-01-02
Olivia Lewis,1947-07-18,505-555-2997,olivia_lewis@example.com,"recA2HEjmy46Zz5KE, recqysbkrelgYADCo",Unhoused,Lost everything in recent fire. Prefers to stay in current location.,false,,false,,,false,false,false,false,"Wheelchair accessible","Seeking Shelter Placement",false,2025-10-01
Patricia Powell,1979-09-09,505-555-1863,patricia_powell@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Recently lost job and housing.,false,,false,,,false,false,true,false,"Grab bars needed","Seeking Shelter Placement",false,2025-09-18
Sandra Hernandez,1979-11-11,505-555-1607,sandra_hernandez@example.com,"recqysbkrelgYADCo",Unhoused,Veteran - served in Navy. Needs help with disability application. Open to housing opportunities.,true,Luna (pit bull mix),false,,,true,false,false,false,,"Staying with Family/Friends",false,2025-06-06
Albert Sanchez,1955-02-25,505-555-9445,albert_sanchez@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Waiting for shelter bed. On Life Link waitlist.,true,"Daisy (dog), Mittens (shepherd mix)",false,,,true,false,true,true,,"Seeking Shelter Placement",false,2025-12-16
Jesse Wilson,2003-07-18,505-555-2904,jesse_wilson@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Placed,Interested in substance abuse treatment. Attended last case conferencing meeting. Lost everything in recent fire.,true,"Buddy (cat (orange tabby)), Bella (large dog)",true,2004 GMC truck - needs repairs,77,false,false,true,false,"Wheelchair accessible, Visual accommodations","Seeking Shelter Placement",false,2025-07-08
Ethan Nelson,1981-11-04,505-555-3136,ethan_nelson@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Other Exit,Needs assistance with housing applications. Lost everything in recent fire. Interested in substance abuse treatment.,false,,true,RV (older model) - not running,,false,false,true,false,,"Seeking Shelter Placement",true,2025-06-09
Kenneth Lewis,1994-01-07,505-555-9221,kenneth_lewis@example.com,"rec6BYXTiszjS4Fiy, recBTyhWRG9EJWm0V",Unhoused,"Receives SSI benefits. Has GED, interested in vocational training. Fleeing domestic violence situation.",false,,false,,,false,false,false,false,,"Seeking Shelter Placement",false,2025-05-25
Larry Green,1992-04-25,505-555-5205,larry_green@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recBTyhWRG9EJWm0V",Unhoused,Receives SSI benefits. Previously lived in Denver. Receives SSI benefits.,false,,true,2002 Honda Accord - needs repairs,,false,false,true,false,,"Undecided",false,2025-07-28
Gregory Flores,1991-03-18,505-555-1399,gregory_flores@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Waiting for shelter bed. Has ID, needs birth certificate. Receives SSI benefits.",false,,false,,,false,true,true,false,"Wheelchair accessible, Grab bars needed","Prefers Outdoor/Tent",true,2025-09-13
Benjamin Aguilar,1955-05-26,505-555-8980,benjamin_aguilar@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,"Previously housed at shelter, had to leave. Attended last case conferencing meeting. Connected with HUGS outreach team.",false,,false,,,true,false,true,true,,"Seeking Shelter Placement",false,2025-05-17
Aaron Green,1964-09-14,505-555-3013,aaron_green@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,"Has GED, interested in vocational training. Lost everything in recent fire. Attended last case conferencing meeting.",false,,false,,,false,false,true,false,,"Seeking Shelter Placement",false,2025-10-06
Karen Collins,1967-02-04,505-555-4179,karen_collins@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,Needs assistance with housing applications. Recently lost job and housing.,false,,false,,,false,false,false,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-03-07
Carl Diaz,1946-11-12,505-555-2179,carl_diaz@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Open to housing opportunities. Mental health support needed. Veteran - served in Navy.,true,"Jack (chihuahua), Duke (cat)",false,,,false,false,true,false,,"Seeking Shelter Placement",true,2025-03-15
Sara Morris,1962-03-28,505-555-6614,sara_morris@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF",Unhoused,Prefers to stay in current location.,false,,false,,,false,false,false,true,"Hearing accommodations, Visual accommodations","Prefers Outdoor/Tent",false,2025-09-18
Madison Garcia,1937-01-01,505-555-4786,madison_garcia@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF, recqysbkrelgYADCo",Unhoused,Mental health support needed. Previously lived in Denver. Attended last case conferencing meeting.,false,,true,2006 Toyota Corolla - not running,,false,false,true,false,"Ground floor only, Hearing accommodations","Seeking Shelter Placement",true,2025-07-26
Albert Scott,1952-12-22,505-555-8822,albert_scott@example.com,"rec9b2J2UTwKTpD5C",Other Exit,Recently lost job and housing.,false,,false,,,false,true,false,false,,"Seeking Shelter Placement",false,2025-04-23
Edward Patterson,1940-05-12,505-555-1045,edward_patterson@example.com,"rec9b2J2UTwKTpD5C",Unhoused,"Previously housed at shelter, had to leave. Open to housing opportunities.",false,,false,,,false,false,true,false,,"Prefers Vehicle",false,2025-08-25
Lawrence Kelly,1952-12-12,505-555-2809,lawrence_kelly@example.com,"rec9b2J2UTwKTpD5C, recBTyhWRG9EJWm0V",Unhoused,Estranged from family.,false,,true,2006 Toyota Corolla - not running,,false,false,false,false,"Wheelchair accessible, Ground floor only","Unsheltered by Choice",false,2025-02-24
Judith Scott,1967-06-26,505-555-2300,judith_scott@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,Been on streets for over a year. Interested in substance abuse treatment.,false,,true,2007 Nissan Sentra - poor condition,,false,false,false,false,,"Seeking Shelter Placement",false,2025-06-03
Noah Perez,2003-11-21,505-555-9474,noah_perez@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Placed,On Life Link waitlist.,true,Oreo (dog),true,2004 GMC truck - poor condition,91,false,false,false,false,,"Seeking Shelter Placement",false,2025-03-13
Roger Fisher,1997-01-17,505-555-1296,roger_fisher@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK",Unhoused,"Willing to work, looking for opportunities. Lost everything in recent fire. Needs help with disability application.",false,,true,1999 Ford Taurus - runs well,,false,false,false,true,,"Seeking Shelter Placement",false,2025-12-17
William Wright,1952-01-06,505-555-8263,william_wright@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Receives SSI benefits.,false,,false,,,false,false,false,false,,"Prefers Vehicle, Seeking Shelter Placement",false,2025-03-17
Virginia Harris,1976-10-27,505-555-2118,virginia_harris@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Exited to Housing,Recently lost job and housing. Previously lived in Denver. Working with case manager weekly.,true,"Bear (cat), Lucy (dog)",false,,,true,false,false,false,,"Seeking Shelter Placement",false,2025-08-13
Diane Davis,2006-11-14,505-555-6755,diane_davis@example.com,"recWhJHWlxhJCUUc8",Unhoused,"Been on streets for 3 months. Estranged from family. Willing to work, looking for opportunities.",true,"Mittens (cat), Cooper (chihuahua)",true,RV (older model) - runs well,,false,false,false,false,,"Seeking Shelter Placement",false,2025-10-16
Ann Jackson,1937-08-19,505-555-5849,ann_jackson@example.com,"recA2HEjmy46Zz5KE, recBTyhWRG9EJWm0V",Unhoused,Previously lived in Denver. Needs assistance with housing applications. Estranged from family.,false,,false,,,true,false,true,false,,"Other",false,2025-08-05
Lauren Diaz,1997-04-02,505-555-8602,lauren_diaz@example.com,"recciLDFYDBYcFnYm, recSKAwnyMFB1N2qK, recqysbkrelgYADCo",Unhoused,"Declined services at this time. Willing to work, looking for opportunities.",false,,false,,,false,false,true,false,,"Seeking Shelter Placement",true,2025-06-23
Michael Mitchell,1945-10-02,505-555-5334,michael_mitchell@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Open to housing opportunities. Working part-time at local restaurant. Health issues - needs regular medical care.,false,,true,2005 Ford F-150 - fair condition,,false,false,false,false,,"Seeking Shelter Placement",false,2025-06-22
Grace Henderson,1995-04-19,505-555-5681,grace_henderson@example.com,,Unhoused,Prefers to stay in current location.,false,,true,1999 Ford Taurus - fair condition,,false,false,false,false,,"Unsheltered by Choice",false,2025-07-15
Bryan Perez,1954-04-02,505-555-8172,bryan_perez@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Placed,Been on streets for over a year.,true,Lucy (cat),true,2002 Honda Accord - runs well,90,true,false,false,false,,"Seeking Shelter Placement",true,2025-01-03
Christopher Barnes,1993-03-18,505-555-7409,christopher_barnes@example.com,"rec6BYXTiszjS4Fiy",Unhoused,Needs help with disability application.,false,,false,,,false,false,true,false,"Wheelchair accessible","Unsheltered by Choice",false,2025-02-07
Tyler Anderson,2006-05-27,505-555-7966,tyler_anderson@example.com,"rec5rstKxttDwp71g, recJQ852bannc7UuF, recqysbkrelgYADCo",Exited to Housing,Working part-time at local restaurant. Chronic health condition requires medication.,true,Bear (dog),false,,,true,true,false,false,,"Seeking Shelter Placement",false,2025-12-28
Ralph Jordan,1952-01-07,505-555-9268,ralph_jordan@example.com,"rec9b2J2UTwKTpD5C",Unhoused,Has family in Albuquerque. Needs help with disability application.,false,,false,,,false,true,false,false,,"Seeking Shelter Placement",true,2025-12-13
Gregory Cruz,1957-09-17,505-555-4827,gregory_cruz@example.com,"rec9b2J2UTwKTpD5C, recqysbkrelgYADCo",Unhoused,Connected with HUGS outreach team.,false,,false,,,true,true,true,false,,"Prefers Outdoor/Tent",false,2025-03-08
